ID Cliente,Abandono,Género,Veterano,Casado,Dependientes Económicos,Antigüedad (meses),Servicio Telefónico,Factura Electrónica,Cargo Mensual,Cargo Total,Cuentas Diarias,Multilinea Telefónica: No,Multilinea Telefónica: Sin teléfono,Multilinea Telefónica: Sí,Internet: DSL,Internet: Fibra Óptica,Internet: No,Seguridad en Linea: No,Seguridad en Linea: Sin Internet,Seguridad en Linea: Sí,Respaldo en Linea: No,Respaldo en Linea: Sin Internet,Respaldo en Linea: Sí,Protección de Dispositivo: No,Protección de Dispositivo: Sin Internet,Protección de Dispositivo: Sí,Soporte Técnico: No,Soporte Técnico: Sin Internet,Soporte Técnico: Sí,TV en Streaming: No,TV en Streaming: Sin Internet,TV en Streaming: Sí,Películas en Streaming: No,Películas en Streaming: Sin Internet,Películas en Streaming: Sí,Contrato: Mes a Mes,Contrato: Un Año,Contrato: Dos Años,Método de Pago: Transferencia Bancaria,Método de Pago: Tarjeta de crédito,Método de Pago: Cheque electrónico,Método de Pago: Cheque enviado por correo,No. Servicios Extras
2450-ZKEED,0,1,0,0,0,11,1,0,53.8,591.8,1.7933333333333332,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,2
2451-YMUXS,0,0,1,0,0,67,1,1,64.55,4250.1,2.1516666666666664,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,3
2452-KDRRH,0,0,1,0,0,67,1,1,101.4,6793.8,3.3800000000000003,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
2452-MRMZF,0,1,1,1,0,72,1,1,25.7,1937.4,0.8566666666666667,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
2452-SNHFZ,0,1,0,0,0,47,1,0,75.45,3545.1,2.515,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
2453-SAFNS,0,1,1,0,0,54,1,0,72.1,3893.3999999999996,2.4033333333333333,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,2
2454-RPBRZ,1,1,1,1,0,12,1,1,98.1,1060.2,3.27,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2
2455-USLMV,0,1,0,0,0,31,1,1,84.75,2613.4,2.825,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2
2458-EOMRE,0,1,0,0,0,11,1,0,64.05,704.55,2.135,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,2
2460-FPSYH,1,1,1,0,0,40,0,1,55.8,2232.0,1.8599999999999999,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,2
2460-NGXBJ,0,0,1,1,1,11,1,1,75.2,775.3,2.506666666666667,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2462-XIIJB,1,0,0,0,0,5,1,1,92.5,452.7,3.0833333333333335,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
2465-BLLEU,0,0,0,0,0,1,1,1,19.75,19.75,0.6583333333333333,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2466-FCCPT,0,1,0,1,1,20,1,0,19.7,395.6,0.6566666666666666,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
2466-NEJOJ,0,0,0,1,1,8,1,0,19.65,157.2,0.6549999999999999,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
2468-SJFLM,0,0,0,0,0,1,1,1,74.3,74.3,2.4766666666666666,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
2469-DTSGX,0,1,1,0,0,72,1,0,111.65,8038.8,3.7216666666666667,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3
2472-OVKUP,1,0,0,1,0,6,1,1,91.0,531.0,3.033333333333333,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,2
2474-BRUCM,1,0,1,1,0,40,1,0,101.85,4086.3,3.395,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
2474-LCNUE,0,1,0,1,0,23,1,1,73.65,1693.95,2.455,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
2475-MROZF,0,0,0,0,0,30,1,1,95.0,2852.4,3.1666666666666665,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,4
2476-YGEFM,0,1,0,0,0,29,1,1,76.0,2204.0,2.533333333333333,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2478-EEWWM,0,0,0,1,0,59,0,1,44.3,2613.7,1.4766666666666666,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
2479-BRAMR,1,0,1,1,0,41,1,1,83.75,3433.75,2.7916666666666665,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2
2480-EJWYP,0,1,1,1,0,58,1,1,97.8,5458.8,3.26,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
2480-JZOSN,0,1,0,1,0,1,1,1,20.65,20.65,0.6883333333333332,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2480-SQIOB,0,0,0,1,1,4,1,0,44.8,179.2,1.4933333333333332,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2481-SBOYW,0,1,0,0,1,61,1,1,25.0,1525.0,0.8333333333333334,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
2482-CZGBB,1,0,0,0,0,10,1,1,70.0,740.0,2.3333333333333335,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2483-XSSMZ,0,1,0,0,0,39,1,1,47.85,1886.4,1.595,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
2484-DGXPZ,1,1,0,1,1,31,1,1,19.55,606.0500000000001,0.6516666666666667,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2485-ITVKB,1,1,0,1,0,2,0,1,35.1,70.2,1.1700000000000002,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
2486-WYVVE,0,0,0,1,0,31,1,1,79.3,2484.0,2.643333333333333,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,2
2495-INZWQ,1,0,0,0,0,4,0,1,44.55,174.3,1.4849999999999999,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
2495-KZNFB,0,1,0,0,0,33,1,1,90.65,2989.6,3.021666666666667,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
2495-TTHBQ,0,1,0,0,1,4,1,1,20.4,81.6,0.6799999999999999,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
2498-XLDZR,0,1,0,1,1,32,1,0,73.6,2355.2,2.453333333333333,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,4
2499-AJYUA,0,1,1,1,0,72,1,1,110.8,7977.599999999999,3.6933333333333334,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,3
2501-XWWTZ,0,0,0,0,0,11,1,0,70.2,772.2,2.3400000000000003,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2504-DSHIH,0,0,1,1,0,23,1,0,86.8,1996.3999999999999,2.893333333333333,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
2506-CLAKW,1,1,0,0,0,6,1,1,98.15,588.9000000000001,3.271666666666667,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,4
2506-TNFCO,1,1,1,1,0,1,1,1,69.55,69.55,2.3183333333333334,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2507-QZPQS,0,0,0,0,0,15,1,0,95.7,1451.1,3.19,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,2
2509-TFPJU,0,0,0,1,0,72,1,0,25.75,1864.2,0.8583333333333333,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
2511-ALLCS,0,1,0,1,1,35,1,0,24.3,821.6,0.81,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
2511-MORQY,0,0,0,1,1,50,1,0,54.9,2614.1,1.8299999999999998,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
2514-GINMM,1,0,0,0,0,1,1,1,79.5,79.5,2.65,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
2516-VQRRV,1,1,1,0,0,2,1,1,75.45,158.4,2.515,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2516-XSJKX,0,1,0,1,1,41,1,0,78.45,3216.4500000000003,2.615,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3
2519-ERQOJ,0,0,1,0,0,33,0,1,54.6,1803.7,1.82,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,2
2519-FAKOD,1,0,0,0,1,38,1,1,99.25,3771.5,3.308333333333333,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
2519-LBNQL,0,0,1,1,0,60,1,1,104.35,6261.0,3.478333333333333,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2
2519-TWKFS,0,0,0,1,1,25,1,1,55.1,1466.1,1.8366666666666667,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1
2520-SGTTA,0,1,0,1,1,0,1,0,20.0,0.0,0.6666666666666666,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2521-NPUZR,0,0,0,1,0,70,1,0,101.0,7085.5,3.3666666666666667,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,4
2522-AHJXR,0,0,0,1,0,60,1,1,109.45,6567.0,3.6483333333333334,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,3
2522-WLNSF,0,1,1,1,0,34,1,0,64.2,2106.3,2.14,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,2
2523-EWWZL,0,1,0,1,0,27,1,1,76.1,2093.4,2.5366666666666666,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
2525-GVKQU,0,1,0,0,0,60,1,0,20.6,1093.0,0.6866666666666668,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2528-HFYZX,1,0,1,1,0,17,1,1,76.45,1233.4,2.5483333333333333,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
2530-ENDWQ,1,1,0,1,0,71,1,1,93.7,6652.7,3.1233333333333335,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
2530-FMFXO,0,0,0,1,1,56,1,1,103.2,5779.2,3.44,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2
2533-QVMSK,1,0,0,1,0,61,1,1,94.1,5638.3,3.1366666666666663,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,2
2533-TIBIX,0,0,0,1,1,15,0,1,30.2,453.0,1.0066666666666666,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2535-PBCGC,0,1,0,1,0,70,0,0,64.55,4504.9,2.1516666666666664,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,4
2538-OIMXF,0,1,0,0,1,1,0,0,24.7,24.7,0.8233333333333334,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2541-YGPKE,0,0,0,1,1,42,1,0,63.7,2675.4,2.1233333333333335,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,2
2542-HYGIQ,0,1,0,0,0,1,1,0,19.95,19.95,0.6649999999999999,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
2545-EBUPK,0,1,1,0,0,2,1,1,84.05,168.1,2.8016666666666667,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
2545-LXYVJ,0,0,0,1,0,72,1,0,20.7,1492.1,0.69,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
2546-KZAAT,0,0,0,1,0,52,1,1,75.4,3920.8,2.5133333333333336,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2
2550-AEVRU,0,1,0,1,1,57,1,0,53.45,3053.0,1.7816666666666667,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2
2550-QHZGP,0,0,0,0,0,7,1,0,19.5,128.6,0.65,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
2558-BUOZZ,0,0,0,0,0,47,1,0,94.8,4455.599999999999,3.1599999999999997,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,2
2560-PPCHE,0,1,0,0,0,65,1,1,105.05,6828.25,3.5016666666666665,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,2
2560-QTSBS,0,1,0,1,1,72,1,1,23.3,1677.6000000000001,0.7766666666666667,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
2560-WBWXF,0,0,0,0,0,68,1,1,24.15,1642.1999999999998,0.8049999999999999,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
2565-JSLRY,1,0,0,0,0,1,1,1,24.05,24.05,0.8016666666666666,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2568-BRGYX,1,0,0,0,0,4,1,1,70.2,280.8,2.3400000000000003,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2568-OIADY,1,1,0,1,0,37,1,1,99.5,3762.0,3.316666666666667,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
2569-WGERO,0,1,0,0,0,72,1,1,21.15,1419.4,0.705,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
2573-GYRUU,0,0,1,1,0,48,1,1,91.05,4370.4,3.0349999999999997,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1
2575-GFSOE,1,1,0,1,1,7,1,1,69.0,506.9,2.3,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2576-HXMPA,0,1,0,0,0,1,1,0,19.55,19.55,0.6516666666666667,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
2577-GVSIL,0,0,0,1,1,35,1,1,73.45,2661.1,2.4483333333333333,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
2578-JQPHZ,0,0,0,0,0,44,1,0,100.1,4404.4,3.3366666666666664,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,2
2580-ASVVY,0,1,0,1,0,37,0,0,45.4,1593.1,1.5133333333333332,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,2
2580-ATZSQ,0,1,0,1,1,65,1,0,61.35,3874.1,2.045,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3
2581-VKIRT,0,1,0,1,1,59,1,0,65.5,3801.3,2.183333333333333,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,3
2582-FFFZR,0,1,0,0,0,22,0,1,50.6,1073.3,1.6866666666666668,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
2585-KTFRE,0,0,0,0,1,1,1,1,70.45,70.45,2.3483333333333336,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,3
2586-CWXVV,0,0,0,1,0,54,0,0,30.4,1641.6,1.0133333333333332,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
2587-EKXTS,0,0,0,0,0,44,1,1,111.5,4906.0,3.716666666666667,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,3
2587-YNLES,0,1,0,1,1,6,1,0,20.1,120.60000000000001,0.67,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2589-AYCRP,0,1,0,0,0,50,1,0,19.75,987.5,0.6583333333333333,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
2592-HODOV,0,0,0,0,0,13,1,0,19.3,250.9,0.6433333333333333,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
2592-SEIFQ,1,0,0,0,0,3,0,0,24.75,74.25,0.825,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2592-YKDIF,0,1,0,0,0,1,1,0,20.35,20.35,0.6783333333333333,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2595-KIWPV,0,0,0,0,1,27,1,0,19.7,509.3,0.6566666666666666,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
2599-CIPQE,0,0,0,1,1,71,1,0,109.3,7760.3,3.643333333333333,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,4
2599-CZABP,0,0,0,1,0,14,1,0,44.6,624.4,1.4866666666666668,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2603-HVKCG,0,0,0,0,0,31,1,1,101.4,3143.4,3.3800000000000003,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,2
2604-IJPDU,0,1,0,1,0,20,1,1,96.55,1931.0,3.2183333333333333,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,3
2604-XVDAM,0,1,0,0,0,12,1,0,43.8,525.5999999999999,1.46,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
2606-PKWJB,0,0,0,0,1,40,0,0,40.25,1610.0,1.3416666666666666,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,3
2606-RMDHZ,1,0,0,0,0,6,0,1,30.5,208.7,1.0166666666666666,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
2607-DHDAK,0,0,0,1,1,72,1,1,19.8,1425.6000000000001,0.66,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
2607-FBDFF,0,0,0,0,0,1,1,0,49.0,49.0,1.6333333333333333,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
2608-BHKFN,1,1,0,0,0,4,1,1,70.05,266.9,2.335,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2609-IAICY,1,1,0,0,0,1,1,1,77.15,77.15,2.5716666666666668,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2612-PHGOX,0,0,0,1,0,64,1,1,76.1,4818.8,2.5366666666666666,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,3
2612-RANWT,1,1,0,0,0,12,1,1,100.15,1164.3,3.3383333333333334,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
2612-RRIDN,1,0,0,0,0,4,1,1,81.0,324.0,2.7,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
2615-YVMYX,0,0,1,1,0,71,1,1,107.5,7632.5,3.5833333333333335,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,3
2616-FLVQC,0,0,0,0,0,64,1,0,19.55,1251.2,0.6516666666666667,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2616-UUTFK,0,0,0,1,0,33,1,1,72.75,2400.75,2.425,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,3
2619-WFQWU,1,1,0,0,0,1,1,1,70.15,70.15,2.3383333333333334,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2621-UDNLU,0,1,0,1,0,3,1,0,20.85,72.0,0.6950000000000001,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2623-DRYAM,0,1,0,1,0,70,1,1,101.75,7069.3,3.3916666666666666,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
2625-TRCZQ,0,1,0,1,0,51,0,1,49.65,2532.15,1.655,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
2626-URJFX,1,0,0,1,1,4,1,1,50.9,225.6,1.6966666666666665,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2626-VEEWG,0,0,0,1,1,67,1,1,19.4,1284.2,0.6466666666666666,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
2632-IVXVF,0,1,0,1,1,68,1,0,111.75,7511.3,3.725,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,3
2632-TACXW,0,1,0,1,0,62,1,0,23.65,1466.3,0.7883333333333333,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
2632-UCGVD,1,0,1,1,0,66,1,1,100.05,6871.9,3.335,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
2634-HCZGT,1,0,1,1,0,53,1,1,60.05,3182.6499999999996,2.0016666666666665,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,2
2636-ALXXZ,1,1,1,0,0,1,1,1,69.6,69.6,2.32,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
